Limit Cost:;1000;
Limit Times:;[10, 20, 30, 40, 50, 60]
Num;RelL;RelR;Cost;Times;IterNum;Time(sec);GetTime_num;Sim_num;
0;0.877804873564;0.933927258068;467;[4,7,8,40,43,44];73;351.221999884;4295;4295;
;
Min relL:;Max relL:;Avg relL:;Min relR:;Max relR:;Avg relR:;Min iter:;Max iter:;Avg iter:;Min tc:;Max tc:;Avg tc:;Min sc:;Max sc:;Avg sc:;Min time:;Max time:;Avg time:;
0.877804873564;0.877804873564;0.877804873564;0.933927258068;0.933927258068;0.0;73;73;73;4295;4295;4295;4295;4295;4295;351.221999884;351.221999884;351.221999884;
