Limit Cost:;1000;
Limit Times:;[10, 20, 30, 40, 50, 60]
Num;RelL;RelR;Cost;Times;IterNum;Time(sec);GetTime_num;Sim_num;
0;0.889114900208;0.962316638079;495;[-1,-1,-1,-1,-1,-1];67;90.4909999371;0;0;
;
Min relL:;Max relL:;Avg relL:;Min relR:;Max relR:;Avg relR:;Min iter:;Max iter:;Avg iter:;Min tc:;Max tc:;Avg tc:;Min sc:;Max sc:;Avg sc:;Min time:;Max time:;Avg time:;
0.889114900208;0.889114900208;0.889114900208;0.962316638079;0.962316638079;0.0;67;67;67;0;0;0;0;0;0;90.4909999371;90.4909999371;90.4909999371;
